证券代码,证券简称,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROE,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA,ROA
300213.SZ,佳讯飞鸿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3134,,,,32.0752,,13.8051,,28.019,,9.5811,,25.7786,,9.0754,17.8881,25.6261,1.652,4.0958,7.4836,11.1554,-1.3312,1.3542,1.7942,2.5805,-0.2159,1.5526,3.6306,5.8848,0.5326,3.0893,6.5851,8.3925,0.4565,3.3804,6.1551,9.1591,0.588,4.7662,8.0648,8.2334,0.3673,2.04,3.3475,6.5588,0.0795,0.4688,0.7009,0.2223,0.9892,0.2669,0.3591,0.5646,0.1876,0.8734,0.3745,0.1998,0.7472,0.997,0.1923,0.3209,0.1143,0.9648,0.9825,0.1825,0.0585,0.899,0.9351,0.4764,0.3214,0.6686,0.107,0.3284,0.8827,0.1917,0.9509,0.1793,0.5108,0.8087,0.7126,0.2057,0.7542,0.715,0.1374,0.2323,0.378,0.8307,0.4122,0.6483,0.2418,0.8184,0.7222,0.8312,0.871,0.8355,0.3315,0.8496,0.7172,0.7064,0.3509,0.3058,0.4889,0.2431,0.8708,0.022,0.0651,0.3505,0.7976,0.0241,0.8557,0.9436,0.862,0.3114,0.8021,0.1024,0.327,0.2324,0.1245,0.9226,0.7061,0.9372,0.9241,0.0859,0.3629,0.7499,0.363,0.9241,0.9367,0.2268,0.5377,0.7694,0.5975,0.9238,0.4264,0.9658,0.8639,0.1173
300214.SZ,日科化学,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8932,,,,20.2416,,,,31.2506,,18.761,,34.7348,7.1755,7.7244,11.0163,14.8906,2.4626,5.9618,8.4617,8.827,1.1292,2.932,4.3151,4.7771,1.0945,1.9334,3.1729,4.4181,1.947,3.9922,6.4586,8.405,1.2564,3.3647,4.9937,5.9726,0.6977,2.6578,5.2749,6.4508,0.2158,0.1727,0.2063,0.9285,0.4089,0.4635,0.294,0.3106,0.7612,0.974,0.9362,0.9281,0.1907,0.3733,0.8948,0.1345,0.7683,0.7165,0.3092,0.3921,0.7132,0.491,0.2446,0.9098,0.3557,0.6975,0.0804,0.3315,0.4393,0.4475,0.9629,0.3113,0.4485,0.3853,0.8392,0.9198,0.9868,0.6204,0.0323,0.6927,0.4819,0.7115,0.6687,0.3141,0.7662,0.4441,0.1154,0.3469,0.8896,0.6377,0.6154,0.1743,0.6627,0.0437,0.0418,0.6281,0.5759,0.2283,0.0541,0.3478,0.6427,0.8738,0.9524,0.2748,0.4398,0.4979,0.9154,0.5047,0.619,0.0871,0.385,0.0103,0.0666,0.0634,0.7634,0.5392,0.9712,0.1376,0.2347,0.6644,0.6056,0.5236,0.8256,0.4109,0.0378,0.2689,0.2081,0.3585,0.4447,0.9185,0.4615,0.0925
300215.SZ,电科院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8321,,,,22.5919,,,,26.4628,7.9512,6.4497,8.8884,12.9953,2.6691,6.1131,9.1999,12.5094,3.3615,7.9361,12.178,13.851,0.8722,2.9266,4.6227,5.9437,-0.6867,-1.6586,0.5216,1.9856,0.1958,1.1118,3.0964,4.3899,0.368,2.6833,4.6462,6.4861,0.8347,0.4789,0.7997,0.3668,0.552,0.8441,0.1824,0.4188,0.9059,0.1291,0.6358,0.7311,0.0424,0.2948,0.121,0.7734,0.0765,0.7716,0.2139,0.8473,0.208,0.3623,0.5074,0.8885,0.055,0.5082,0.1748,0.7172,0.1705,0.4822,0.4466,0.2019,0.8655,0.1227,0.7765,0.1849,0.0699,0.2536,0.0519,0.5641,0.8882,0.1161,0.0148,0.7378,0.8786,0.8383,0.9142,0.4423,0.3721,0.0653,0.4992,0.1517,0.3909,0.5937,0.1724,0.0162,0.8536,0.9373,0.0697,0.6731,0.0322,0.3393,0.5201,0.9232,0.999,0.3871,0.4277,0.5951,0.5655,0.8562,0.7572,0.6794,0.6475,0.1247,0.3072,0.1309,0.1385,0.9731,0.2635,0.4242,0.4507,0.566,0.6875,0.2624,0.9572,0.6705,0.1029,0.9093,0.309,0.0002,0.1747,0.2526
300216.SZ,千山药机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5163,,,,21.5405,,,,27.6983,,17.014,,29.4593,5.7891,6.3349,8.7578,11.9743,1.0717,4.1056,6.1569,9.674,1.4444,3.9234,5.5503,10.2432,1.4252,1.6851,6.0701,14.7932,1.6369,3.8875,5.9199,3.4732,1.8848,1.0986,1.9087,5.6911,-6.5851,2.2683,3.9913,-38.5805,0.6699,0.9266,0.8498,0.9084,0.2272,0.6862,0.9852,0.432,0.8499,0.5882,0.1558,0.0706,0.7032,0.3473,0.4449,0.4281,0.3302,0.8441,0.6858,0.8452,0.2863,0.8,0.1842,0.3802,0.1371,0.7501,0.684,0.9215,0.0452,0.334,0.6624,0.5804,0.6312,0.9844,0.5553,0.9995,0.8624,0.6933,0.0004,0.0608,0.5072,0.9754,0.7104,0.0924,0.4096,0.9061,0.7396,0.4758,0.355,0.6395,0.1539,0.8415,0.7021,0.9158,0.5827,0.3886,0.5853,0.3147,0.5028,0.1114,0.2924,0.9521,0.1846,0.8731,0.8941,0.4243,0.2661,0.5867,0.9497,0.4316,0.7467,0.524,0.8638,0.8674,0.5878,0.5538,0.9837,0.2279,0.8719,0.999,0.9631,0.9938,0.5582,0.8017,0.9372,0.28,0.3743,0.6242,0.8109,0.4208,0.6756,0.752
300217.SZ,东方电热,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7434,,,,26.9038,,,,33.4839,10.1222,10.1329,14.8482,18.0552,3.4364,6.3131,8.5279,9.7601,1.7919,3.6234,5.6552,8.6335,2.3501,4.1836,6.5054,9.146,1.7907,3.5543,5.6199,5.0868,0.5814,1.3739,2.3321,2.5415,0.6319,2.0749,3.4366,4.5247,0.9844,0.6126,0.2711,0.0386,0.806,0.0213,0.086,0.0169,0.3067,0.1145,0.6422,0.5437,0.679,0.801,0.8861,0.866,0.7156,0.0069,0.6728,0.5823,0.7854,0.6571,0.9785,0.0591,0.6236,0.8567,0.5308,0.3971,0.186,0.6578,0.0335,0.4806,0.9645,0.7996,0.4567,0.0269,0.9901,0.4415,0.939,0.0017,0.509,0.1265,0.8598,0.8717,0.4861,0.4837,0.7487,0.1696,0.3322,0.4926,0.7427,0.3073,0.8961,0.7155,0.6779,0.229,0.9175,0.5854,0.6956,0.2734,0.0616,0.6216,0.8285,0.2841,0.0278,0.3396,0.0111,0.3695,0.3697,0.0813,0.8453,0.8646,0.2928,0.8306,0.5638,0.601,0.7945,0.9665,0.405,0.533,0.0305,0.6697,0.4108,0.9257,0.1556,0.2366,0.2782,0.2295,0.1373,0.0368,0.87,0.9596
300218.SZ,安利股份,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7577,,,,29.4356,,,,32.3116,5.8632,7.3542,9.4827,11.4605,1.0965,3.4798,5.1928,6.3457,1.0878,3.4327,6.8823,8.9974,1.2494,3.6911,5.2296,5.9746,1.0699,2.7767,4.6355,5.8279,0.9485,3.4345,4.9062,5.9135,0.1503,0.3042,-0.287,-1.6837,0.1241,0.4117,0.0488,0.8569,0.117,0.1077,0.9961,0.583,0.488,0.8138,0.5325,0.5107,0.3807,0.8335,0.1291,0.7887,0.3641,0.078,0.785,0.8242,0.5449,0.2215,0.7085,0.9137,0.3683,0.4717,0.895,0.8119,0.5138,0.0567,0.9092,0.4204,0.8901,0.6906,0.3837,0.2107,0.9135,0.6265,0.2733,0.8425,0.9922,0.11,0.2084,0.7927,0.3096,0.638,0.7818,0.9595,0.1153,0.4245,0.6852,0.4207,0.7294,0.7282,0.5506,0.8413,0.7999,0.7203,0.3695,0.7774,0.3234,0.047,0.3336,0.1762,0.7939,0.1858,0.7724,0.7668,0.3934,0.7625,0.5229,0.162,0.5097,0.231,0.029,0.4059,0.001,0.5788,0.7058,0.1577,0.4286,0.9577,0.5714,0.6831,0.3988,0.6557,0.9346,0.8094,0.7262,0.2752,0.3787,0.96
300219.SZ,鸿利智汇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.8854,,,,46.234,,,,47.59,8.2365,8.4543,11.4501,15.9563,1.6877,4.2453,6.0817,6.838,1.067,2.7934,4.7044,7.6331,1.73,3.7858,6.4749,10.5509,2.9527,6.0766,10.7719,15.5329,6.1446,9.538,13.0821,9.6015,4.2731,8.0668,11.7281,15.6405,0.7047,0.4815,0.5265,0.1448,0.8946,0.2095,0.9196,0.5077,0.2547,0.286,0.4107,0.5647,0.9008,0.0393,0.5909,0.0164,0.8481,0.8115,0.2861,0.0431,0.6093,0.2878,0.7555,0.3948,0.4311,0.6565,0.4073,0.0099,0.7147,0.6696,0.8494,0.7108,0.4097,0.1339,0.6882,0.5445,0.1107,0.1329,0.3536,0.3369,0.5691,0.1577,0.3965,0.5511,0.0046,0.5717,0.2575,0.4813,0.6032,0.5134,0.4094,0.7166,0.2791,0.5633,0.0928,0.7594,0.6603,0.0839,0.2251,0.9677,0.2498,0.5757,0.1105,0.4635,0.4214,0.5117,0.0387,0.6829,0.4483,0.7665,0.7426,0.1857,0.8853,0.1853,0.9419,0.824,0.917,0.947,0.0055,0.8381,0.2526,0.131,0.5152,0.7951,0.8366,0.1323,0.4696,0.8767,0.5064,0.8766,0.4766,0.993
300220.SZ,金运激光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8722,,,,91.476,,,,32.1661,,,35.1197,45.7183,6.9284,5.4185,7.8604,9.3191,2.085,4.1003,5.097,4.8361,1.366,2.4814,3.3954,2.4858,1.326,2.4801,3.3252,2.3356,0.8649,1.8185,1.9335,-5.2071,1.1685,2.0074,2.6296,2.3933,1.3596,2.2975,4.8379,-16.0268,0.0772,0.5741,0.3162,0.9158,0.1683,0.852,0.5901,0.127,0.7182,0.8896,0.0842,0.8924,0.4996,0.3531,0.6453,0.5104,0.5631,0.729,0.1855,0.8171,0.9242,0.8089,0.065,0.5176,0.7585,0.4006,0.8991,0.8002,0.3303,0.9222,0.0478,0.4815,0.4166,0.3732,0.4663,0.9959,0.501,0.7274,0.4338,0.732,0.0415,0.7869,0.6648,0.0244,0.5019,0.8663,0.5671,0.9379,0.2261,0.6988,0.6322,0.8491,0.9426,0.3011,0.9491,0.374,0.4206,0.8478,0.4442,0.4054,0.2663,0.8165,0.4447,0.6629,0.5984,0.8533,0.9191,0.6026,0.5368,0.7946,0.5015,0.6496,0.8166,0.3034,0.2902,0.0982,0.9744,0.6474,0.3998,0.6016,0.6286,0.3109,0.5688,0.0574,0.7692,0.0322,0.8092,0.2131,0.895,0.6912,0.0162,0.189
300221.SZ,银禧科技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.783,,,,26.557,,,,28.014,6.8135,6.7581,9.0725,11.9539,2.0853,4.0785,5.086,5.0146,0.6286,1.4414,1.7318,1.766,0.7017,1.8052,2.8444,3.4234,1.1687,3.574,4.6886,5.5015,5.4491,12.5334,17.9517,18.4586,2.9223,6.7552,9.9874,13.9435,0.0205,0.3554,0.2962,0.4813,0.4095,0.7447,0.7191,0.9442,0.1481,0.0504,0.1629,0.4359,0.041,0.311,0.3471,0.9778,0.4665,0.5462,0.6554,0.6479,0.3979,0.2492,0.9284,0.5484,0.4091,0.8467,0.8961,0.7418,0.7433,0.629,0.1805,0.9935,0.9854,0.4913,0.3158,0.948,0.9331,0.8805,0.7756,0.073,0.931,0.71,0.0798,0.6914,0.8982,0.4799,0.9116,0.5813,0.6196,0.5023,0.6658,0.3272,0.6974,0.6181,0.0462,0.3257,0.6288,0.7457,0.4446,0.7902,0.2498,0.4603,0.1149,0.4468,0.4127,0.3743,0.5815,0.8948,0.6677,0.1521,0.0753,0.4689,0.5115,0.6569,0.8802,0.8776,0.2094,0.9116,0.3256,0.7629,0.2173,0.4413,0.0327,0.811,0.2828,0.6132,0.3811,0.9241,0.4795,0.6878,0.0852,0.4359
300222.SZ,科大智能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1228,,,,42.0481,,,,60.2184,4.4465,3.4574,5.2442,15.5441,0.8113,2.0685,3.7845,4.7465,0.4275,1.0679,1.0687,1.5736,0.6154,2.5418,4.5165,8.1039,0.9167,4.695,6.4673,9.9508,2.3785,3.6276,6.7425,10.8207,1.318,2.699,5.2033,8.6781,0.5105,0.471,0.8118,0.5535,0.8815,0.6796,0.9709,0.5578,0.643,0.3183,0.9211,0.4162,0.7114,0.8369,0.5838,0.5473,0.4132,0.3072,0.7735,0.5647,0.455,0.3668,0.0368,0.0599,0.6187,0.5444,0.8955,0.9335,0.2135,0.0885,0.8192,0.635,0.9339,0.3829,0.8394,0.8779,0.0097,0.6178,0.1949,0.6725,0.4765,0.3752,0.9924,0.4183,0.0427,0.5166,0.9955,0.0034,0.874,0.1614,0.0985,0.8336,0.1782,0.8817,0.306,0.1162,0.8316,0.1561,0.8505,0.1264,0.9354,0.1017,0.8254,0.2224,0.3492,0.3981,0.1651,0.2032,0.847,0.726,0.5736,0.6028,0.8963,0.3697,0.5054,0.973,0.1191,0.8488,0.7911,0.558,0.8368,0.8497,0.6781,0.6749,0.9276,0.4226,0.1852,0.457,0.8073,0.0171,0.3327,0.0186
300223.SZ,北京君正,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3341,,,,97.5191,,,,79.1921,,38.2216,,59.2242,12.3914,7.9222,9.733,10.0574,1.2341,2.264,3.7452,4.418,0.5382,0.9848,1.8935,2.366,0.0121,-0.1796,-0.1206,-0.9394,-0.2267,0.0405,3.596,2.9856,-0.3076,0.283,0.7465,0.6449,0.1867,0.3438,0.6211,0.585,0.3278,0.2903,0.974,0.6558,0.3961,0.4103,0.9689,0.2064,0.2095,0.0412,0.2479,0.3201,0.497,0.5212,0.6183,0.8189,0.8361,0.9215,0.0997,0.2321,0.7816,0.7185,0.9979,0.1584,0.0962,0.4792,0.9657,0.2218,0.4488,0.8783,0.5244,0.5499,0.2633,0.803,0.7292,0.6246,0.6722,0.6508,0.6073,0.8489,0.7251,0.1644,0.6524,0.6789,0.4965,0.4744,0.191,0.4514,0.5665,0.276,0.1272,0.7484,0.9595,0.1883,0.803,0.4595,0.3092,0.1991,0.2133,0.2889,0.5809,0.7659,0.0732,0.9944,0.418,0.3341,0.5377,0.919,0.0345,0.9518,0.1868,0.3714,0.5874,0.4642,0.8591,0.8971,0.947,0.0357,0.2422,0.4715,0.162,0.7465,0.433,0.8618,0.6152,0.7502,0.0802,0.6835,0.7256,0.0964,0.0685,0.0147
300224.SZ,正海磁材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7882,,,,43.7603,,,,45.8376,11.9802,12.2352,23.5163,26.9121,3.3254,7.3278,10.2708,11.3045,0.5818,2.203,4.6703,5.6638,0.7834,3.3528,6.1672,7.8439,1.7774,5.4312,7.9254,8.9457,1.5493,3.5021,5.3411,8.8865,0.197,-0.585,0.1363,3.8961,0.643,0.8873,0.6023,0.0192,0.7042,0.7637,0.7859,0.7791,0.6711,0.92,0.8269,0.4865,0.142,0.0719,0.84,0.7227,0.029,0.4581,0.0277,0.561,0.4,0.875,0.7572,0.9267,0.32,0.1413,0.5334,0.7983,0.0229,0.8571,0.4781,0.7723,0.0141,0.3984,0.9737,0.6137,0.0312,0.7292,0.1777,0.8185,0.6048,0.7245,0.8805,0.3757,0.4436,0.2737,0.8911,0.9651,0.4889,0.2009,0.2032,0.4093,0.7717,0.5788,0.986,0.0794,0.879,0.5024,0.1521,0.9812,0.8248,0.788,0.7818,0.5705,0.1533,0.1517,0.5793,0.2523,0.8546,0.1535,0.9292,0.5745,0.0058,0.4694,0.7129,0.9854,0.1968,0.5537,0.1624,0.6258,0.3596,0.1004,0.2316,0.7841,0.6046,0.624,0.72,0.6439,0.7298,0.7759,0.3669,0.5807
300225.SZ,金力泰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9422,,,,25.3457,,,,49.6505,,,37.3854,45.1921,9.3103,7.5108,8.9236,11.0511,1.8234,4.1428,6.2247,7.9761,2.0806,5.6957,8.0693,10.2971,2.315,5.9791,8.351,11.2968,2.0033,4.257,5.7432,8.4802,2.0366,4.6856,5.9173,8.262,1.2263,2.9908,4.1734,5.3829,0.2767,0.153,0.64,0.0866,0.3251,0.3143,0.1881,0.7924,0.9844,0.9415,0.7381,0.7582,0.8297,0.3204,0.3789,0.7746,0.8156,0.9876,0.9725,0.9382,0.3492,0.8034,0.8598,0.351,0.0664,0.7328,0.2681,0.9599,0.3442,0.3497,0.3871,0.7073,0.939,0.8899,0.4538,0.6055,0.8788,0.2132,0.3702,0.6156,0.5791,0.6189,0.2346,0.8452,0.4939,0.705,0.5493,0.0759,0.4793,0.9489,0.5452,0.6415,0.8571,0.0922,0.0113,0.1437,0.4014,0.1356,0.9617,0.9428,0.9121,0.9454,0.8621,0.3247,0.826,0.978,0.5405,0.5566,0.6245,0.2026,0.5919,0.706,0.3192,0.1222,0.4759,0.3292,0.0185,0.1268,0.0711,0.1354,0.5471,0.4141,0.4049,0.4799,0.1718,0.6722,0.9562,0.6205,0.5287,0.0258,0.3436,0.3381
300226.SZ,上海钢联,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0854,,,,40.0536,,,,32.1763,,15.2917,20.2527,32.5335,7.1761,7.3481,10.4106,18.1044,2.346,5.3448,6.5788,10.1887,0.8602,3.0331,4.5705,5.8279,0.0177,0.2123,1.5645,4.5649,-2.972,-32.882,-62.6331,-96.1881,1.833,5.8787,5.6588,7.673,1.1676,4.4461,6.525,7.282,0.1873,0.1063,0.1353,0.5621,0.199,0.8469,0.9772,0.704,0.139,0.8253,0.9606,0.6788,0.0788,0.5952,0.9786,0.5548,0.26,0.2992,0.7322,0.8899,0.0092,0.402,0.3109,0.6374,0.6332,0.1449,0.7127,0.5152,0.8725,0.2254,0.9486,0.9174,0.1481,0.8106,0.3662,0.405,0.9828,0.1314,0.785,0.6986,0.602,0.1265,0.1975,0.8104,0.858,0.3028,0.1966,0.4522,0.2946,0.8842,0.6655,0.9698,0.1462,0.5614,0.1361,0.6984,0.0029,0.6359,0.8949,0.9101,0.6539,0.8872,0.033,0.1206,0.182,0.1145,0.2964,0.4397,0.4192,0.3787,0.4991,0.3209,0.8443,0.1497,0.3805,0.6512,0.3692,0.571,0.5946,0.5105,0.8149,0.7461,0.9048,0.8322,0.5412,0.0228,0.9531,0.662,0.2696,0.6011,0.8663,0.4091
300227.SZ,光韵达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6755,,,,19.0126,,,,25.5104,4.6995,5.4761,6.689,10.6012,1.2197,3.5874,4.6159,7.4,0.9821,3.0126,4.6425,5.5973,0.6835,3.2132,5.4825,8.0939,0.609,8.7515,10.5052,7.2494,-1.0251,0.11,2.9557,4.2695,1.1527,2.7102,9.1505,11.2511,0.1531,0.2433,0.5595,0.7627,0.4217,0.509,0.6715,0.3301,0.6231,0.0547,0.8673,0.1441,0.6212,0.5819,0.6773,0.2382,0.4675,0.1089,0.88,0.1119,0.8711,0.3283,0.0391,0.3377,0.4188,0.7201,0.8485,0.9084,0.5686,0.7923,0.7143,0.5216,0.9213,0.0388,0.927,0.1737,0.5809,0.0421,0.229,0.595,0.5312,0.7985,0.5754,0.0818,0.7564,0.2663,0.0269,0.5162,0.5593,0.0375,0.7881,0.1238,0.2182,0.6938,0.9399,0.889,0.9623,0.3088,0.5447,0.3742,0.1113,0.1448,0.8865,0.3011,0.8127,0.5073,0.2952,0.1338,0.7524,0.0052,0.1902,0.7293,0.9445,0.3639,0.0435,0.808,0.4168,0.6522,0.6071,0.5781,0.3574,0.3913,0.8137,0.9042,0.1341,0.6225,0.2471,0.1795,0.3799,0.6632,0.9434,0.5818
300228.SZ,富瑞特装,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2797,,,,28.7736,,,,26.7728,7.5596,7.8136,12.7193,17.1248,3.2465,7.5633,12.0154,16.6314,6.3428,12.7148,20.0052,26.3432,6.5237,10.812,16.1483,19.2562,2.457,4.3502,1.5172,1.0117,-1.2902,-3.6063,-5.4577,-15.9895,1.0683,2.4981,2.8798,2.8929,0.5767,0.2694,0.128,0.837,0.5281,0.9715,0.3862,0.033,0.3567,0.7262,0.4773,0.9088,0.7061,0.0322,0.8113,0.9162,0.2855,0.2036,0.7717,0.8027,0.3271,0.9933,0.8667,0.8059,0.3196,0.2175,0.4582,0.5239,0.382,0.403,0.3485,0.1606,0.0414,0.6379,0.6537,0.0669,0.0016,0.9783,0.888,0.256,0.1101,0.2765,0.3511,0.3491,0.8665,0.0763,0.2911,0.9872,0.6576,0.5619,0.7843,0.9348,0.3669,0.4331,0.8067,0.905,0.3825,0.1742,0.9301,0.5295,0.3827,0.2414,0.9656,0.0459,0.5898,0.9116,0.1157,0.2629,0.7249,0.9763,0.9837,0.5407,0.7952,0.5921,0.8627,0.1617,0.0586,0.2072,0.2347,0.0976,0.466,0.6147,0.3126,0.9015,0.8918,0.5926,0.314,0.3726,0.4983,0.299,0.3875,0.5352
300229.SZ,拓尔思,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1951,,,,32.3808,,,,29.0528,,,17.7807,26.7983,1.1229,3.0901,7.9246,14.7047,0.0927,2.4926,4.2351,9.587,0.135,3.1395,4.4974,8.2234,0.1585,2.185,3.1793,8.4379,0.1406,1.8059,3.0045,8.2788,0.137,1.0609,2.763,8.6865,-0.2988,1.0208,3.6951,9.178,0.0515,0.3209,0.2782,0.1848,0.3311,0.3089,0.0983,0.0728,0.2855,0.3179,0.3228,0.7212,0.5998,0.9232,0.5425,0.3374,0.452,0.7788,0.8302,0.9683,0.4163,0.3673,0.251,0.378,0.8798,0.9873,0.1132,0.704,0.2915,0.8476,0.2487,0.3297,0.6116,0.4254,0.67,0.2292,0.2523,0.029,0.4163,0.4508,0.2761,0.285,0.9919,0.6107,0.3106,0.5839,0.7011,0.5644,0.399,0.0811,0.3054,0.607,0.5179,0.5655,0.8252,0.3127,0.6392,0.8445,0.5652,0.2554,0.7921,0.6043,0.8334,0.4631,0.8332,0.3192,0.9418,0.9214,0.0446,0.4822,0.4454,0.9019,0.3349,0.8619,0.0596,0.1252,0.1861,0.2153,0.0502,0.1302,0.9907,0.6734,0.3549,0.2139,0.3626,0.9021,0.6614,0.7537,0.6161,0.6146,0.0348,0.2298
300230.SZ,永利股份,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0998,,,,24.9293,,,,24.6223,4.9367,6.6495,11.4754,16.4238,1.7298,4.4506,7.3621,10.3033,1.6623,4.3549,7.309,9.9471,1.289,3.7877,7.1741,10.0897,1.3761,3.9586,8.3694,11.8,1.8775,5.2324,5.4498,8.7176,2.7894,5.7745,8.4485,11.1803,0.62,0.4427,0.9822,0.8837,0.1292,0.987,0.7221,0.4968,0.9496,0.6707,0.5725,0.0879,0.2187,0.6917,0.954,0.827,0.5865,0.4161,0.2061,0.9252,0.4351,0.3272,0.03,0.2009,0.2526,0.4846,0.6918,0.1714,0.7856,0.0268,0.6128,0.2057,0.0053,0.4074,0.8029,0.3123,0.9051,0.7646,0.4191,0.2476,0.2501,0.8992,0.0714,0.1139,0.2767,0.0829,0.4015,0.3848,0.6422,0.038,0.9067,0.3629,0.4082,0.3045,0.0529,0.2765,0.0774,0.1886,0.7717,0.0571,0.2837,0.4425,0.0513,0.4334,0.7068,0.1097,0.4009,0.3973,0.0524,0.3774,0.0986,0.4221,0.4872,0.605,0.2951,0.3793,0.7958,0.5424,0.9022,0.7143,0.2069,0.3345,0.1152,0.8168,0.7525,0.3621,0.8275,0.053,0.0283,0.6875,0.2506,0.7662
300231.SZ,银信科技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4724,,,,38.1074,,,,37.493,8.1214,10.3144,12.3754,18.5937,2.6051,6.4749,9.1791,13.2593,2.4724,6.7698,9.6822,13.4438,2.5392,7.7448,11.1827,15.3457,2.3542,9.9477,14.2854,18.683,3.0312,11.3577,16.7889,20.9142,2.9152,10.0058,13.6665,18.2488,0.7939,0.423,0.256,0.4225,0.3649,0.0668,0.0656,0.8324,0.0974,0.2166,0.9062,0.1366,0.2869,0.8303,0.7136,0.766,0.2149,0.1084,0.1311,0.819,0.2629,0.1485,0.3575,0.0885,0.0398,0.3011,0.9176,0.435,0.4062,0.436,0.0606,0.8497,0.8707,0.7707,0.8436,0.3337,0.8111,0.9167,0.7303,0.1886,0.5973,0.4662,0.6577,0.2652,0.733,0.6021,0.0368,0.4149,0.5298,0.7025,0.3199,0.0758,0.6971,0.4428,0.419,0.7005,0.1617,0.2174,0.7667,0.8979,0.5559,0.5788,0.3036,0.9647,0.2084,0.1509,0.7831,0.6944,0.9755,0.5134,0.3827,0.609,0.4195,0.4341,0.7842,0.1041,0.5779,0.5438,0.1683,0.4945,0.2623,0.1344,0.9844,0.9881,0.1118,0.6585,0.3762,0.1013,0.6696,0.3154,0.8769,0.7303
